8.018726591760299	-2.1607142857142847
8.262172284644194	-2.357142857142856
8.46816479400749	-2.4999999999999982
8.655430711610487	-2.625
8.861423220973784	-2.8571428571428577
9.086142322097377	-3.1428571428571406
9.273408239700377	-3.3749999999999982
9.385767790262172	-3.6607142857142847
9.573033707865168	-3.9999999999999982
9.779026217228466	-4.249999999999998
9.910112359550563	-4.5357142857142865
10.04119850187266	-4.874999999999998
10.116104868913858	-5.178571428571429
10.228464419475657	-5.357142857142856
10.284644194756552	-5.553571428571429
10.340823970037455	-5.749999999999998
10.340823970037455	-5.9107142857142865
