ID,RA,DEC,FIELDNAME,flux_aper_f606W,fluxerr_aper_f606W,sigma_aper_f606W,local_depth_f606W,auto_corr_factor_uv,unmasked_f606W,flux_aper_f814W,fluxerr_aper_f814W,sigma_aper_f814W,local_depth_f814W,unmasked_f814W,flux_aper_f090W,fluxerr_aper_f090W,sigma_aper_f090W,local_depth_f090W,auto_corr_factor_f090W,unmasked_f090W,flux_aper_f115W,fluxerr_aper_f115W,sigma_aper_f115W,local_depth_f115W,auto_corr_factor_f115W,unmasked_f115W,flux_aper_f150W,fluxerr_aper_f150W,sigma_aper_f150W,local_depth_f150W,auto_corr_factor_f150W,unmasked_f150W,flux_aper_f200W,fluxerr_aper_f200W,sigma_aper_f200W,local_depth_f200W,auto_corr_factor_f200W,unmasked_f200W,flux_aper_f277W,fluxerr_aper_f277W,sigma_aper_f277W,local_depth_f277W,auto_corr_factor_f277W,unmasked_f277W,flux_aper_f335M,fluxerr_aper_f335M,sigma_aper_f335M,local_depth_f335M,auto_corr_factor_f335M,unmasked_f335M,flux_aper_f356W,fluxerr_aper_f356W,sigma_aper_f356W,local_depth_f356W,auto_corr_factor_f356W,unmasked_f356W,flux_aper_f410M,fluxerr_aper_f410M,sigma_aper_f410M,local_depth_f410M,auto_corr_factor_f410M,unmasked_f410M,flux_aper_f444W,fluxerr_aper_f444W,sigma_aper_f444W,local_depth_f444W,auto_corr_factor_f444W,unmasked_f444W,zbest,zbest_u1,zbest_l1,chi2_best,pdf_integral,zbest_lowz,zbest_lowz_u1,zbest_lowz_l1,chi2_best_lowz,M_UV,M_UV_u1,M_UV_l1,SFR_UV,SFR_UV_u1,SFR_UV_l1,BETA_UV,BETA_UV_u1,BETA_UV_l1,EPOCHS_II,EPOCHS_III,EPOCHS_IV,certain_by_eye,stellar_mass_pipes_zgauss,stellar_mass_pipes_l1_zgauss,stellar_mass_pipes_u1_zgauss,redshift_pipes_zgauss,redshift_pipes_l1_zgauss,redshift_pipes_u1_zgauss,sfr_100Myr_pipes_zgauss,sfr_100Myr_pipes_l1_zgauss,sfr_100Myr_pipes_u1_zgauss,sfr_10Myr_pipes_zgauss,sfr_10Myr_pipes_l1_zgauss,sfr_10Myr_pipes_u1_zgauss,mass_weighted_age_pipes_zgauss,mass_weighted_age_pipes_l1_zgauss,mass_weighted_age_pipes_u1_zgauss,beta_pipes_zgauss,beta_pipes_l1_zgauss,beta_pipes_u1_zgauss,A_V_pipes_zgauss,A_V_pipes_l1_zgauss,A_V_pipes_u1_zgauss,Zstar_pipes_zgauss,Zstar_pipes_l1_zgauss,Zstar_pipes_u1_zgauss,U-V_pipes_zgauss,U-V_pipes_l1_zgauss,U-V_pipes_u1_zgauss,M_UV_pipes_zgauss,M_UV_pipes_l1_zgauss,M_UV_pipes_u1_zgauss,chisq_phot_pipes_zgauss,stellar_mass_pipes_zfix,stellar_mass_pipes_l1_zfix,stellar_mass_pipes_u1_zfix,input_redshift_pipes_zfix,sfr_100Myr_pipes_zfix,sfr_100Myr_pipes_l1_zfix,sfr_100Myr_pipes_u1_zfix,sfr_10Myr_pipes_zfix,sfr_10Myr_pipes_l1_zfix,sfr_10Myr_pipes_u1_zfix,mass_weighted_age_pipes_zfix,mass_weighted_age_pipes_l1_zfix,mass_weighted_age_pipes_u1_zfix,beta_pipes_zfix,beta_pipes_l1_zfix,beta_pipes_u1_zfix,A_V_pipes_zfix,A_V_pipes_l1_zfix,A_V_pipes_u1_zfix,Zstar_pipes_zfix,Zstar_pipes_l1_zfix,Zstar_pipes_u1_zfix,U-V_pipes_zfix,U-V_pipes_l1_zfix,U-V_pipes_u1_zfix,M_UV_pipes_zfix,M_UV_pipes_l1_zfix,M_UV_pipes_u1_zfix,chisq_phot_pipes_zfix
18676_JADES-Deep-GS,53.17428475427339,-27.769861786537437,JADES-Deep-GS,0.005552608185042594,0.4088571770174129,0.010972370974935227,30.62364592492227,1.0,true,,,,,false,4.7289877,0.7327723,4.7599163,29.990152,1.0,true,10.237965,1.0237964,10.873717,30.001986,1.0,true,10.183953,1.0183954,10.788197,29.978157,1.0,true,8.504543,0.8504544,9.402712,30.00668,1.0,true,11.403823,1.1403823,17.527412,30.439344,1.0,true,11.675066,1.1675067,9.50343,29.834726,1.0,true,22.065992,2.2065992,33.154514,30.502224,1.0,true,11.908057,1.1908058,13.577854,30.20165,1.0,true,10.228849,1.022885,12.747805,30.298595,1.0,true,6.6576066,0.029482365,0.038215637,8.131559,0.9999999999999997,1.2010279,0.11680722,0.09376931,41.031376,-18.00014823706993,0.12138970825476747,0.1049754421637843,0.9180825038445826,0.4787787509019852,0.10646662680079244,-2.2372099356400343,0.33912009765496287,0.31868628031949164,false,true,true,true,7.842634621985564,0.2756174984498516,0.19639572908375413,6.645841289590225,0.04366451272499816,0.03461543072673745,0.4987593392786631,0.07545592544578583,0.08488891737113513,0.8024140555457593,0.2580312086561768,0.6795553328261783,0.09644665416793563,0.07470887884802742,0.09884415144467323,-2.3110296299289046,0.09182760092086939,0.201907340761049,0.12166753999269408,0.12038846983018912,0.1962434385433735,0.23741424882467438,0.06015849094528217,0.12495734268567754,0.2778323865389094,0.08092431280166848,0.06894579310719406,-18.03798226599087,0.07481192815399851,0.06960106403460387,5.983794230443826,7.646372642679396,0.26472478250958886,0.37048325727466125,6.6576066,0.4577887379853476,0.19567896886722236,0.08780000649141284,1.372634951008455,0.8214518119362388,0.4321534478110183,0.028642131645273794,0.019841751034216704,0.1539272443117562,-2.1775236540244247,0.21704905979398292,0.1342310016480428,0.25832461529114337,0.2550949656424529,0.11093364040768094,0.22285563978737422,0.056047660896620666,0.097706530524099,0.2961965112348457,0.08250441863435864,0.06520950190791525,-18.031209840394016,0.07044395013197402,0.06976865878760563,5.439939438074896
4428_CEERSP8,214.99882767758572,52.8748790364262,CEERSP8,2.798160684843123,3.4274217936757885,0.6595992843614858,28.315156104366437,1.5697052256763873,true,1.9922878189977014,2.969433804892317,0.5287798953526688,28.47089086826797,true,,,,,0.0,false,32.902264,3.2902262,10.986602,28.74567,1.5697052256763873,true,28.215496,2.836671,7.8068976,28.520552,1.1692581255250334,true,28.10883,2.8108828,8.069915,28.54274,1.719272715560614,true,30.47706,3.0477061,18.868952,29.452112,1.5688374841519155,true,,,,,0.0,false,54.190163,5.4190164,26.874943,29.298742,1.463486425493817,true,36.914352,3.6914353,9.162629,28.546238,1.6251175415800758,true,35.165558,3.516556,11.674583,28.862385,1.3792475003490714,true,6.659613,0.039054394,0.13380718,1.392636,0.9999997938866563,5.958751,-0.0110144615,4.327273,-1.0,-19.244568373098133,0.11309822092183452,0.10628058951885322,2.9858071534415167,1.9183180515701688,0.3722051934891475,-2.388212579610766,0.3280316344872589,0.3475874168419879,false,true,true,true,8.631755131885635,0.1284508868736154,0.1635417926893652,6.649205109561281,0.12110345925041255,0.09882619974100848,1.4954283980967924,0.12211744407274838,0.1903310573022181,1.5856838522826902,0.1876698943352686,0.3023281686277246,0.24264017418134595,0.06892373423650128,0.10177074775781977,-2.387615994704926,0.06171856698490119,0.09243203936691513,0.005695648695853056,0.005332074978508653,0.06588885579917264,0.15497642604931858,0.1537802176231297,0.25126977273870654,0.29298437931341725,0.07006481520927688,0.07445584885194356,-19.2534696276528,0.0952471253820093,0.08319101676084628,2.7388220632002733,8.993784260204384,0.1116671784225165,0.051863821282085,6.659613,2.028972897055936,0.08313103264212618,0.1555508267543102,2.00001372782563,0.09584727291260364,0.19407267081026314,0.40428137845872103,0.09874204810555604,0.0373905900396006,-2.4139519426484783,0.027166686026800058,0.05643072702522778,0.0024416877425566656,0.002071651766980134,0.02770807256853701,4.511510849225478E-4,4.4380328484911797E-4,0.08590427314655445,0.299040742839499,0.03136136072869322,0.041929534008480374,-19.269686365649434,0.057312736120902485,0.07694683888866294,2.969402879079156
7666_CEERSP6,214.90920712815355,52.844829704199746,CEERSP6,-6.082486571078815,3.244660526900653,2.8108051113349693E-28,28.3746518256919,1.0,true,0.18008202756047148,3.0137116847726935,0.04709395593232205,28.454820734261148,true,,,,,0.0,false,18.158943,2.1985717,6.358428,28.797224,1.0,true,18.623547,2.740764,5.333234,28.557896,1.0615300249039559,true,14.358807,2.087453,5.488601,28.853533,1.0130160889077637,true,17.45218,1.7452179,7.642361,29.07612,1.2226427513220217,true,,,,,0.0,false,23.836456,2.3836458,11.667398,29.284506,1.0092807874104515,true,15.923339,3.2017846,3.4198074,28.389095,1.0,true,14.110153,2.4449217,3.967043,28.681913,1.4790256727473567,true,6.6596365,0.04083681,0.21747684,4.7833667,0.9999942891403061,5.958751,-0.017595291,0.20478821,-1.0,-18.617153625617295,0.13165958186590032,0.11270057488398422,2.3201775751269746,1.6903286386140293,0.7756425956049244,-2.1903648025814944,0.34431471773472944,0.39590904185829245,false,true,true,true,7.896038591992719,0.3581208236107578,0.3162011496690429,6.654698806810982,0.18399295476705735,0.13109844765101464,0.7218625066610794,0.33524389827338186,0.147102168014126,1.1946877442558692,0.24832402060677028,0.6559226183897582,0.06747662301755539,0.050317823174642576,0.1028560528698943,-2.4296389229524733,0.06606288070287336,0.1827399223549837,0.013548894911589126,0.01301544324177996,0.16071886975388916,0.19372191059482508,0.19349840240397767,0.25557238471268806,0.10237284150137782,0.13558268315518668,0.10803480353090072,-18.671841344289152,0.1000454278683982,0.09750952248346678,4.596913821776335,8.137693113942236,0.4198544837937517,0.459238022116784,6.6596365,0.722346108144617,0.31867884393046875,0.10630613766732988,1.1066557282029055,0.3179159365873496,0.3901802581349514,0.08528403015521684,0.06476397223773551,0.19933612769923958,-2.4434649489789786,0.04865554179418341,0.09032281861098879,0.005791868933486079,0.005329668764883982,0.07878920563063596,0.17823709563604434,0.17800961257778042,0.23458389851733308,0.14751313949914024,0.1761376807701934,0.09349917258385426,-18.664498979051768,0.08682972969305425,0.08349265440101661,4.311730773525616
29211_JADES-Deep-GS,53.14177283605266,-27.780747229798948,JADES-Deep-GS,0.17037118662042877,0.4743693863822406,0.29017137905258195,30.462283354428084,1.4510853655570577,true,,,,,false,6.4962263,1.2435782,3.8529038,29.415892,1.4510853655570577,true,13.274635,1.3274636,8.891596,29.501469,1.0,true,13.00316,1.3003161,8.885305,29.502134,1.0,true,10.553795,1.0699674,7.870424,29.57915,1.2262976098972564,true,10.981714,1.0981715,13.797045,30.220465,1.0,true,10.989975,1.0989976,7.2942605,29.613136,1.0638527228929806,true,15.850023,1.5850023,17.518902,30.168867,1.0,true,11.644096,1.1644096,7.79746,29.623795,1.026868178088967,true,10.900719,1.0900718,11.043685,30.07372,1.0,true,6.6596975,0.03385067,0.19049978,1.3642079,0.9999999997772057,5.958751,-0.008694649,0.10686588,-1.0,-18.269638122402036,0.10144756217279038,0.10432308306738136,1.0980977766185207,0.24840551006753908,0.09824142777124312,-2.2747704967969167,0.3086437908979811,0.32853165161128306,false,true,true,true,7.814373836567496,0.15868058214451874,0.17684501782983197,6.590507254003692,0.1450043121943283,0.09803162566247536,0.5301990002479542,0.07239623755996172,0.05689033639062924,0.759450047708603,0.09630773235877099,0.129313783735436,0.09090782275545446,0.03616571159188973,0.05571592162460491,-2.4706134707604077,0.05127539858465413,0.05989375890741533,0.002622617935491226,0.0023509065334467553,0.036652726167115186,0.22861815211020609,0.2070122593582681,0.3156046653340363,0.1491310677292379,0.10350856709885896,0.07402815329175816,-18.287246882363462,0.09750232216777732,0.08328611890830473,2.4524911917891146,7.822933810458286,0.17011431906955465,0.23720073604779301,6.6596975,0.7900021795819593,0.0790257663628886,0.056186202404771235,1.1167973384007828,0.13078421620396474,0.1246738865491992,0.08978000271920578,0.039921233882198315,0.08291836310978873,-2.4885362206144857,0.03840169958858386,0.07316157690389735,0.003097413864329726,0.0028055273264444313,0.04191959198307178,0.15585775322432724,0.15227381220832772,0.2862955380238319,0.1333465392491444,0.07802032989026762,0.06789324225546306,-18.330301306626627,0.06822979004553176,0.07423248755240763,2.1994537741692284
3895_CEERSP9,214.9076263392161,52.811816721485954,CEERSP9,2.792948494221564,3.334192548227031,0.6767797094697223,28.345098297807112,1.9276192959029004,true,1.5984288346877367,3.3343254289898265,0.377817286060685,28.34505502778652,true,,,,,0.0,false,22.34294,2.2342942,8.800072,28.92494,1.9276192959029004,true,23.153496,2.6886172,6.759076,28.578753,1.7677279607542398,true,22.798992,2.2798994,9.237358,28.916756,2.0414887852846766,true,29.735598,2.9735596,15.8291235,29.288126,1.9600369934726418,true,,,,,0.0,false,37.276615,3.7276614,16.503908,29.17555,1.738785956729753,true,32.434715,3.2434716,7.61063,28.485203,1.4154814537518075,true,31.151196,3.1151195,13.993876,29.190733,2.0189782265690823,true,6.660473,0.041618824,0.48092365,1.3720716,0.9957678962499764,5.958751,-0.14030266,4.636465,-1.0,-18.83632804833212,0.11167626310989576,0.09855613534993068,4.406878819466932,3.0282756359270016,1.7256482385734473,-1.932185776666421,0.3088044795745766,0.3108936501154371,false,true,true,true,8.609975234990545,0.21903401389847232,0.11891964322235182,6.619967916273985,0.4151375085507709,0.22805007119809773,1.3115269083167937,0.2652547404690644,1.527214912267368,1.4373189633940422,0.34713037399562174,3.9839330857551296,0.2638777436193732,0.2160100205683641,0.08967816202495388,-2.205103365029353,0.12333733840504912,0.44711202036119335,0.07464070850012061,0.07390469073448734,0.5236675410860812,0.1579151853209314,0.15785418921183017,0.9558326443861872,0.27578475615066456,0.1014879890071845,0.10485232222623392,-18.876609732207115,0.08537651624947529,0.11153703653829439,1.3093263054833093,9.137190558168077,0.09985537587431814,0.05902970652235773,6.660473,1.9971118629483375,0.13136030055135928,0.2649703933214045,1.948538972675883,0.13782532761524446,0.27889069508298325,0.4326427581259768,0.0970924943953877,0.0556663557754587,-2.332733737303837,0.05272286276983573,0.10911738646442082,0.00528526308948057,0.004907043954763074,0.05280479443409549,0.0020584771236321787,0.002042043276900295,0.858173493247189,0.3478067057896208,0.05190097754381101,0.043608707004306246,-18.938285620610742,0.07813701131362194,0.09238594609632855,1.4776798228120072
2523_CEERSP9,214.94845625576437,52.83278338917533,CEERSP9,2.460371426085381,4.297424851226969,0.4625593489702192,28.06955426179062,1.2925162863019382,true,-5.7332174425970965,3.2234295137191085,2.829318387370788E-28,28.381779544173817,true,,,,,0.0,false,16.4822,2.0476668,6.1966333,28.874426,1.2925162863019382,true,19.612478,3.0022094,5.127331,28.458973,1.2549887246853035,true,11.114292,2.4874368,3.565248,28.663195,1.3918996667711796,true,21.94877,2.194877,9.329622,29.04381,1.221177250968655,true,,,,,0.0,false,20.59306,2.0593061,10.138013,29.290756,1.168896908321755,true,15.630036,2.695808,3.9868565,28.575853,1.0,true,14.7712145,1.4875456,6.825682,29.2214,1.2123406864653472,true,6.6611967,0.06000614,0.22041988,16.832212,0.9999300741861012,5.958751,-4.127528,4.847785,-1.0,-18.533527489492965,0.12519858523446814,0.13074961351673053,1.7978035705172077,1.5329142132880236,0.42793379087856964,-2.121798162543605,0.3748712309234101,0.40034672844748,false,true,true,true,7.858054585410592,0.3361355789428666,0.23934351211063287,6.723541546010641,0.14842967603396318,0.11097966486278743,0.6864881940430024,0.31575893902781726,0.19411140297649432,1.2921985794406168,0.34167865961625665,1.044900958744519,0.051701285755114845,0.041290989576104664,0.07495652439683834,-2.3376298476842488,0.11041024034035951,0.297293978006127,0.05605432459131215,0.05521020112056877,0.2610354078209535,0.20947107049031605,0.20936049068916798,0.4842597292129622,-0.026602136272896537,0.1516811369412895,0.1237263264261951,-18.607469855767604,0.08709992818089063,0.0961533346400607,10.652196249758632,7.966448696835287,0.38871050873671376,0.29410691285920443,6.6611967,0.8937981746027414,0.34889116412257715,0.11668848192366976,1.4981499251929355,0.2676316561106844,0.5947805652800826,0.06699931301219655,0.054214453968609994,0.09374871111386052,-2.381287536026317,0.07164906163160145,0.17102765654583463,0.016689199062887253,0.01596668257512147,0.1663043994242669,0.3698810589982552,0.3040280861309081,0.430540038912095,-0.05157433081748053,0.18369817814324618,0.1965417608540545,-18.586836770415253,0.109911652249437,0.09443755193494496,10.463329564013263
2551_CEERSP7,215.08899538426897,52.92649470399746,CEERSP7,2.65830779078608,3.5745619310150576,0.6008381740740052,28.26951792458656,1.0,true,2.3499725407014727,3.148004995189034,0.5883339064084798,28.40748645711733,true,,,,,0.0,false,22.2805,2.5412645,6.7495513,28.63995,1.0,true,18.368969,2.6163955,5.5103755,28.608316,1.1144495424479943,true,19.597807,2.1275067,7.3501563,28.832897,1.1274203137242433,true,18.965063,1.8965063,9.112193,29.176847,1.0546851905095918,true,,,,,0.0,false,22.15101,2.215101,8.85733,29.064949,1.0,true,18.646103,3.3504446,3.8268836,28.339819,1.0,true,16.914837,2.1917183,5.304974,28.800613,1.0,true,6.6619525,0.12419605,0.47632408,2.4826515,0.992826009704868,1.5239946,4.2790694,0.2743417,7.0764937,-18.812364318485788,0.1128551414847685,0.11816659762418169,1.7281773427438785,0.23881505990691587,0.15598663514093225,-2.4293915369585015,0.39697430293125446,0.4433848916028431,false,true,true,true,7.9636795721680596,0.49505274673336963,0.3008846948544246,6.776204506450433,0.2675307913077267,0.17049626410375396,0.8572717790724635,0.5352767612172382,0.170144658162507,1.4588371710730974,0.3547476580994102,0.6886780010111884,0.06507021756846765,0.05577953917094153,0.10307267727552338,-2.4020740646360332,0.123920566638545,0.1988361584062477,0.01754131423904578,0.01678886092941479,0.17557416653149435,0.0015284938003152816,0.0015093112715266592,0.6641695960758686,-0.003513298419766997,0.11719903952091329,0.09666001084553967,-18.89416620894039,0.1184525441091111,0.12568099466331262,2.1336900175203333,8.098266330565647,0.7560773686982873,0.2521473479263392,6.6619525,0.8853562116750079,0.6516487201480823,0.1217441586256055,1.318892712950111,0.36147127219952213,0.47095459849014953,0.0965188536298393,0.09009725741404027,0.12087822620102297,-2.4378124857965098,0.09108495160898578,0.18478149469271576,0.010590184317662982,0.010061247453954064,0.10610189214503016,8.484678239855223E-4,8.345118298422546E-4,0.13203401814646515,0.01919194072677488,0.15081804168520724,0.11369826525067797,-18.886746254999988,0.08690849414545099,0.10481674218771886,2.4636611007940212
11750_NEP-4,260.6398989026725,65.79752347856787,NEP-4,-1.4023529488625477,2.314413666999694,3.9405697104191524E-28,28.741472526087374,3.5971240957165396,true,,,,,false,9.183179,3.4920871,1.9395818,28.294863,6.678252218312813,true,28.526594,3.4998112,6.2748766,28.292463,3.5971240957165396,true,28.816109,3.788295,5.970234,28.206465,3.995857182980579,true,29.735077,3.1647696,7.49699,28.40172,3.653570720089399,true,34.9365,3.4936502,17.172375,29.201553,3.6531876750548062,true,,,,,0.0,false,41.262375,4.1262374,17.604124,29.135326,3.6209343328937327,true,28.739315,3.379259,5.8480964,28.33052,3.8482605859447996,true,26.314594,2.6314595,8.802627,28.870613,4.759596466555106,true,6.6623707,0.03238201,0.14038467,6.292703,0.9979083331372874,1.1572958,0.073824644,0.3382774,12.99069,-19.10033003178183,0.13286770121530367,0.11890716406616875,4.373388970888031,3.8198426708540874,1.7947122184689976,-1.9489889407821237,0.3973556017179505,0.38973329862365125,false,false,true,false,7.932428303273122,0.27296347831565004,0.30804700415938235,6.755316354581816,0.0774418949581106,0.07841388615851042,0.9703915164930017,0.4995845044391946,0.6057056085767052,4.10788987585516,1.8104436786954934,0.8195905032941688,0.01832294539734318,0.015129411548973886,0.050646822468025626,-2.0559516187757727,0.2929150099676221,0.15226359107736687,0.27944420047541596,0.21808522830403046,0.10862860679726494,0.004400362481692928,0.004383371533400982,0.44765643874638916,-0.009138976049918313,0.08280490664025784,0.08543054181130363,-19.23769127161863,0.0858690554169037,0.085478387229724,1.2426577385012414,8.80649779092271,0.25742609959584595,0.24988884454088733,6.6623707,4.730377595224747,0.4819748442250641,0.304120709087059,10.006124981674205,1.0225220512452107,1.8685453163541563,0.047531017898939,0.03432970963875248,0.08125109784239994,-2.253295516679973,0.15510078026862528,0.2330804601988543,0.13364147225175388,0.13195243561909906,0.20020932054462098,0.43242991747680154,0.2939094014154071,0.6177215537598109,0.023693806723614763,0.14046233872374264,0.1207592468204502,-19.184815703228853,0.09607117695277623,0.09988858269223044,1.87885176082222
5672_CEERSP6,214.82204050795266,52.805685255263136,CEERSP6,0.38605401545892737,3.037985859676763,0.10266854452742381,28.446110618896892,1.0336093097669679,true,-3.3195419344976407,4.947486121564669,1.8433823096152252E-28,27.916613527611336,true,,,,,0.0,false,19.185522,2.1964989,6.72423,28.798248,1.0336093097669679,true,19.451042,2.269342,6.7273297,28.762825,1.0,true,12.162501,2.7480404,3.5315046,28.555017,1.0,true,15.107338,2.101779,5.352548,28.846107,1.0,true,,,,,0.0,false,22.454533,2.2454531,9.748329,29.154242,1.0,true,11.056007,3.4260433,2.21904,28.315594,1.0,true,8.92188,1.643461,3.7316177,29.113176,1.0,true,6.6626825,0.029998302,0.044764042,3.2943342,0.9999999994472617,5.958751,-0.020619392,0.33143616,-1.0,-18.684467307886383,0.11892950466485885,0.11461496978120778,1.529538421217488,0.18229311545206217,0.14110559576046877,-2.4247477159689534,0.375298361638599,0.42381484261483315,false,true,true,true,7.286651310240565,0.11933144531896822,0.21276662354662346,6.6718234020053995,0.04794173246230038,0.04196888338602012,0.2104403469261316,0.058093416964825645,0.15403029388558706,1.386001380623579,0.1395772373945383,0.13319426536623258,0.008493398920833206,0.005080417150734794,0.013881491156041629,-2.4810066495396628,0.048441478558585604,0.07758629649597903,0.002697985881643638,0.002328745748635735,0.018042407397015854,0.2698959619867538,0.22291540602206877,0.2927065197122112,0.014364424611047255,0.1358264998930961,0.1162008284135215,-18.67223230438354,0.08857230241934388,0.07802146787136977,2.8008153940653724,7.214642323561671,0.07846392303903027,0.16891873389633805,6.6626825,0.1778491682973786,0.03300536939508619,0.09947027650132673,1.4550039709416638,0.1270223718192074,0.1546704644547634,0.0049625408851302726,0.002836451965193049,0.008254337758641189,-2.477337431180154,0.05177251167747965,0.08484262642768492,0.0024878541432909167,0.0021585742291299584,0.01940978836699571,0.36650100655565926,0.2891700376083655,0.2897219158961221,0.0328798638292227,0.13702226680881557,0.09942414792434831,-18.668668701030537,0.07906781029033283,0.07551105370636435,2.378866279089028
2286_NGDEEP,53.227942266920984,-27.81683013791879,NGDEEP,-1.6287601518380044,3.1533754332340918,2.892173350956051E-28,28.40563578947429,1.0,true,3.4370234792504024,2.6026037699035887,1.0408087811763083,28.61405485283122,true,,,,,0.0,false,17.548468,1.7548467,17.27284,29.919386,1.0,true,14.585122,1.4585122,14.219147,29.887983,1.0,true,13.719022,1.3719021,9.666063,29.51749,1.1096926311878956,true,19.051548,1.9051547,28.428385,30.40723,1.1218807625705838,true,,,,,0.0,false,39.9724,3.9972403,42.53954,30.127756,1.018908515669686,true,,,,,0.0,false,26.458292,2.6458292,30.929586,30.229105,1.0,true,6.663365,0.037680626,0.44995022,3.4076924,0.9946947478759506,5.958751,-0.026422977,0.2373581,-1.0,-18.569944688120582,0.1185553545029947,0.10754025581177729,1.3523834562884671,0.14282048546053683,0.11920231385838709,-2.55640789801845,0.3324340545034832,0.3516910958044712,false,true,true,true,8.57056644073003,0.11649876835339867,0.06239130051081787,6.418560526428189,0.24771503788141125,0.25160800116043447,0.7875015168687295,0.08229144132524446,0.2811082044748544,0.7914190233029965,0.08692951534637583,0.3754920837829385,0.3602077418062908,0.09027326559111315,0.04787097058428169,-2.2810860415836336,0.0567764036031817,0.17271763418834585,0.011695313382912027,0.011301554623335432,0.20480832242296113,0.2085349228580951,0.09393804054152328,0.10798678532043843,0.4584249032183205,0.06740562585285625,0.05889596670435504,-18.44565847724889,0.1007018365945882,0.09635726061418382,6.432948847383427,8.788473590192297,0.11356235863845399,0.08849060168462053,6.663365,0.6995096894744907,0.10928448623903408,0.09471476170686033,0.6698352203110299,0.11296710523148057,0.10485635089703171,0.4915082997658482,0.07359939033032742,0.0603530182303087,-2.267091482943994,0.04891947534216934,0.05996007296364336,0.002394512972088557,0.0021170512115837033,0.02872068418771076,0.04669163631124697,0.04662973700828506,0.19698706874522698,0.48110892316041287,0.054932551169140864,0.06672376101235378,-18.50363857209707,0.07051421889236664,0.07580884517066622,6.26672229530638
2897_NGDEEP,53.254314853776926,-27.877051973097682,NGDEEP,-1.4043621404277942,1.1310461975184225,8.063426952470333E-28,29.518874129106308,1.0,true,0.8533006863855815,4.500673730991351,0.14942424413428396,28.019381162638012,true,,,,,0.0,false,8.552412,0.85524124,7.95364,29.857769,1.0,true,7.8797007,0.78797,9.390533,30.106028,1.0188384357598799,true,5.0789695,0.9990461,4.056487,29.653612,1.0,true,6.9261947,0.69261944,8.329581,30.172997,1.0219244460210801,true,,,,,0.0,false,8.449786,0.8449786,11.392446,30.384604,1.0,true,,,,,0.0,false,4.190323,0.541285,5.3213477,30.31901,1.1432051151000968,true,6.666413,0.058547974,0.08685684,6.1037292,0.9999954299227478,5.958751,-0.05767727,0.5493083,-1.0,-17.81447962082453,0.10896979266570028,0.0929475251405627,0.6933199437332176,0.07597815167850919,0.06231548955803601,-2.6561628943831614,0.34028535610995947,0.3413628875367345,false,true,true,true,6.931373710028367,0.14738160610960005,0.30989600140687035,6.751015893224038,0.07150722580348656,0.08353078646586987,0.09369443221118134,0.03086779172588372,0.10659073156318974,0.5872254610822064,0.06191849104702363,0.042690826100326706,0.009408146011226314,0.006132850889903262,0.02223134270842467,-2.4248938047426414,0.07890606765310437,0.1309433490687848,0.0025218138952372757,0.002160534265593612,0.017927941093720094,0.018433983948563853,0.018388008920156514,0.31984159472089724,-0.13943421254165766,0.08281610765544467,0.10911452072044095,-17.819379338859022,0.07486866843856532,0.10356882425144676,3.585031784220539,6.938819401976772,0.12701247172680397,0.21394134867523373,6.666413,0.08107332770340382,0.022565622763690243,0.06035981933241953,0.5862927190981087,0.048774491950229315,0.056394273548104445,0.007002106714879429,0.004352932338697249,0.011171593177498813,-2.4457913649664444,0.05886651274117183,0.08035838016216079,0.002485359573432365,0.002144940889048635,0.01856298087157243,0.15702001162293738,0.11484548334366759,0.6703995149945488,-0.1098389945363456,0.1974497295272014,0.15258717591960677,-17.758456829431037,0.07186966396747252,0.07156993718949067,3.9863337829606023
